// smearing coefficients 0.13267 , 0.11154 , 0.00052

20 , 1.98127 , 0.625127 , 1.20279 , 0.466522 , 1.00816 , -0.000254282 , 
34 , 1.97458 , 0.654607 , 1.1821 , 0.465571 , 1.00856 , 0.00254884 , 
33 , 1.90062 , 0.654607 , 1.18747 , 0.477971 , 1.00413 , -0.00152196 , 
32 , 1.78465 , 0.65384 , 1.17522 , 0.491351 , 1.00078 , 0.000964903 , 
10 , 1.75268 , 0.65885 , 1.2209 , 0.492022 , 1.0076 , -0.00273363 , 
24 , 1.72261 , 0.667325 , 1.22666 , 0.491842 , 1.01029 , 0.00104252 , 
21 , 1.72261 , 0.673482 , 1.26859 , 0.499092 , 1.00721 , 0.00243144 , 
31 , 1.63655 , 0.679757 , 1.23158 , 0.499591 , 1.01015 , 0.00527936 , 
11 , 1.52003 , 0.670781 , 1.21376 , 0.511645 , 1.00966 , 0.00527204 , 
23 , 1.50509 , 0.670757 , 1.19856 , 0.511121 , 1.01397 , 0.00273062 , 
22 , 1.50509 , 0.662845 , 1.20703 , 0.514025 , 1.01159 , 0.00926153 , 
30 , 1.46825 , 0.670587 , 1.18004 , 0.518292 , 1.01913 , 0.00656854 , 
29 , 1.29208 , 0.676244 , 1.17881 , 0.524055 , 1.00669 , 0.00968382 , 
3 , 1.21767 , 0.674132 , 1.17585 , 0.528439 , 1.00267 , 0.0116212 , 
28 , 1.1193 , 0.694448 , 1.1991 , 0.53033 , 0.986037 , 0.0113725 , 
2 , 1.05264 , 0.69309 , 1.19522 , 0.534143 , 0.986527 , 0.0146437 , 
27 , 0.95882 , 0.673705 , 1.21596 , 0.502267 , 0.993822 , 0.0908637 , 
26 , 0.81657 , 0.674778 , 1.21804 , 0.502332 , 0.990443 , 0.105448 , 
1 , 0.80879 , 0.678295 , 1.20133 , 0.50706 , 0.979457 , 0.103799 , 
35 , 0.69544 , 0.683076 , 1.17456 , 0.510464 , 0.943061 , 0.133702 , 
40 , 0.68765 , 0.701713 , 1.17024 , 0.515954 , 0.940135 , 0.134041 , 
0 , 0.66201 , 0.691991 , 1.14477 , 0.531665 , 0.939552 , 0.131983 , 
41 , 0.65189 , 0.700543 , 1.12981 , 0.534053 , 0.939615 , 0.13675 , 
42 , 0.59641 , 0.701542 , 1.1328 , 0.531731 , 0.939654 , 0.14064 , 
36 , 0.59575 , 0.680479 , 1.11884 , 0.536721 , 0.951295 , 0.148437 , 
37 , 0.51611 , 0.680881 , 1.11884 , 0.536661 , 0.950799 , 0.153769 , 
43 , 0.48874 , 0.692525 , 1.10256 , 0.541922 , 0.950426 , 0.158478 , 
38 , 0.45421 , 0.688902 , 1.10461 , 0.550463 , 0.951664 , 0.157825 , 
39 , 0.38915 , 0.685967 , 1.10284 , 0.547232 , 0.95507 , 0.162689 , 
44 , 0.37184 , 0.691345 , 1.09575 , 0.547107 , 0.957466 , 0.165136 , 
45 , 0.26609 , 0.701075 , 1.09821 , 0.549937 , 0.960162 , 0.160135 , 
46 , 0.18371 , 0.707062 , 1.10247 , 0.549183 , 0.966497 , 0.162061 , 
47 , 0.12684 , 0.716559 , 1.09328 , 0.550381 , 0.966649 , 0.166185 , 
48 , 0.10089 , 0.693117 , 1.10007 , 0.547711 , 0.98385 , 0.169816 , 
49 , 0.07506 , 0.692809 , 1.09161 , 0.550776 , 0.988138 , 0.17416 , 
50 , 0.05996 , 0.679817 , 1.1018 , 0.547309 , 1.00124 , 0.17959 , 
